1, 3419
2, 3592
3, 3472
4, 3843
5, 3607
6, 3091
7, 3067
8, 3290
9, 3610
10, 3504
11, 3302
12, 3250
13, 3678
14, 3585
15, 3713
16, 3770
17, 2876
18, 3613
19, 3645
20, 3446
21, 3366
22, 3115
23, 3096
24, 3083
25, 3521
26, 3361
27, 2924
28, 3281
29, 3264
30, 1778
31, 826
32, 462
33, 438
34, 544
35, 523
36, 1124
37, 733
38, 493
39, 595
40, 2406
41, 3060
42, 3113
43, 3172
44, 3190
45, 2950
46, 3284
47, 2797
48, 3193
49, 3136
50, 3260
51, 3026
52, 2490
